대분류명,소분류명,서비스상태,서비스명,결제방법,장소명,서비스대상,longitude,latitude
체육시설,축구장,접수중,2023년 축구장2(영동대교 방향)-뚝섬한강공원,유료,뚝섬한강공원>축구장 2, 제한없음,127.07545026347928,37.528354608910725
체육시설,축구장,접수중,(야간)2023년 축구장2(영동대교 방향)-뚝섬한강공원,유료,뚝섬한강공원>축구장 2, 제한없음,127.07545026347928,37.528354608910725
체육시설,농구장,접수중,2023년 농구장1-뚝섬한강공원,유료,뚝섬한강공원>농구장 1, 제한없음,127.0769700954793,37.52770490714091
체육시설,배드민턴장,접수중,2023년 배드민턴장1-뚝섬한강공원(실외),유료,뚝섬한강공원>배드민턴장 1, 제한없음,127.077341289825,37.52782449782219
체육시설,족구장,접수중,2023년 족구장1-뚝섬한강공원,유료,뚝섬한강공원>족구장 1, 제한없음,127.07745293350186,37.527479341054566
체육시설,축구장,예약마감,서울어린이대공원 축구장 6월 토&middot;일&middot;공휴일(주간)예약,유료,서울어린이대공원 잔디축구장, 제한없음,127.08438479753576,37.54784800614607
체육시설,축구장,접수중,서울어린이대공원 축구장 6월평일(야간)예약,유료,서울어린이대공원 잔디축구장, 제한없음,127.08438479753576,37.54784800614607
체육시설,축구장,예약마감,서울어린이대공원 축구장 6월 토&middot;일&middot;공휴일(야간)예약,유료,서울어린이대공원 잔디축구장, 제한없음,127.08438479753576,37.54784800614607
체육시설,축구장,접수중,서울어린이대공원 축구장 6월 평일(주간),유료,서울어린이대공원 잔디축구장, 제한없음,127.08438479753576,37.54784800614607
체육시설,테니스장,예약마감,어린이대공원 테니스장 B코트,유료,테니스장 B코트, 제한없음,127.08571177723894,37.54921933524233
체육시설,풋살장,접수중,어린이대공원 풋살장 3:3,유료,풋살장 3:3, 제한없음,127.0800436553119,37.55192207294898
체육시설,테니스장,예약마감,어린이대공원 테니스장 A코트,유료,테니스장 A코트, 제한없음,127.08576073560094,37.54920733875649
체육시설,풋살장,접수중,어린이대공원 풋살장 5:5,유료,풋살장 5:5, 제한없음,127.07997862263883,37.55191057468852
체육시설,농구장,접수중,2023년 농구장4(장애인농구장)-뚝섬한강공원,유료,뚝섬농구장(장애인), 제한없음,127.0727311334152,37.52861769499568
체육시설,테니스장,접수중, &lt;&#39;23. 5월&gt;뚝섬 한강공원 테니스장 4번 코트 - 토/일/공휴일,유료,뚝섬 한강공원 테니스장, 제한없음,127.07397,37.52935
체육시설,테니스장,예약마감,&lt;&#39;23. 5월&gt;뚝섬 한강공원 테니스장 3번 코트 - 토/일/공휴일,유료,뚝섬 한강공원 테니스장, 제한없음,127.07397,37.52935
체육시설,테니스장,예약마감,&lt;&#39;23. 5월&gt;뚝섬 한강공원 테니스장 2번 코트 - 토/일/공휴일,유료,뚝섬 한강공원 테니스장, 제한없음,127.07397,37.52935
체육시설,테니스장,안내중,&lt;&#39;23. 6월&gt;뚝섬 한강공원 테니스장 2번 코트 - 토/일/공휴일,유료,뚝섬 한강공원 테니스장, 제한없음,127.07397,37.52935
체육시설,테니스장,안내중,&lt;&#39;23. 6월&gt;뚝섬 한강공원 테니스장 3번 코트 - 토/일/공휴일,유료,뚝섬 한강공원 테니스장, 제한없음,127.07397,37.52935
체육시설,테니스장,안내중,&lt;&#39;23. 6월&gt;뚝섬 한강공원 테니스장 4번 코트 - 토/일/공휴일,유료,뚝섬 한강공원 테니스장, 제한없음,127.07397,37.52935
체육시설,테니스장,예약마감,&lt;&#39;23.5 월&gt; 뚝섬한강공원 테니스장 4번 코트 - 저녁,유료,뚝섬 한강공원 테니스장, 제한없음,127.0773272071124,37.5284269217162
체육시설,테니스장,예약마감,&lt;&#39;23. 5월&gt;뚝섬 한강공원 테니스장 2번 코트 - 평일,유료,뚝섬 한강공원 테니스장, 제한없음,127.0773272071124,37.5284269217162
체육시설,테니스장,예약마감,&lt;&#39;23. 5월&gt;뚝섬 한강공원 테니스장 3번 코트 - 평일,유료,뚝섬 한강공원 테니스장, 제한없음,127.0773272071124,37.5284269217162
체육시설,테니스장,예약마감,&lt;&#39;23. 5월&gt;뚝섬 한강공원 테니스장 4번 코트 - 평일,유료,뚝섬 한강공원 테니스장, 제한없음,127.0773272071124,37.5284269217162
체육시설,테니스장,접수중,&lt;&#39;23.5 월&gt; 뚝섬한강공원 테니스장 3번 코트 - 저녁,유료,뚝섬 한강공원 테니스장, 제한없음,127.0773272071124,37.5284269217162
체육시설,테니스장,예약마감,&lt;&#39;23.5 월&gt; 뚝섬한강공원 테니스장 2번 코트 - 저녁,유료,뚝섬 한강공원 테니스장, 제한없음,127.0773272071124,37.5284269217162
체육시설,테니스장,안내중,&lt;&#39;23. 6월&gt; 뚝섬한강공원 테니스장 2번 코트 - 저녁,유료,뚝섬 한강공원 테니스장, 제한없음,127.0773272071124,37.5284269217162
체육시설,테니스장,안내중,&lt;&#39;23.6 월&gt; 뚝섬한강공원 테니스장 3번 코트 - 저녁,유료,뚝섬 한강공원 테니스장, 제한없음,127.0773272071124,37.5284269217162
체육시설,테니스장,안내중,&lt;&#39;23.6 월&gt; 뚝섬한강공원 테니스장 4번 코트 - 저녁,유료,뚝섬 한강공원 테니스장, 제한없음,127.0773272071124,37.5284269217162
체육시설,테니스장,안내중,&lt;&#39;23. 6월&gt;뚝섬 한강공원 테니스장 2번 코트 - 평일,유료,뚝섬 한강공원 테니스장, 제한없음,127.0773272071124,37.5284269217162
체육시설,테니스장,안내중,&lt;&#39;23. 6월&gt;뚝섬 한강공원 테니스장 3번 코트 - 평일,유료,뚝섬 한강공원 테니스장, 제한없음,127.0773272071124,37.5284269217162
체육시설,테니스장,안내중,&lt;&#39;23. 6월&gt;뚝섬 한강공원 테니스장 4번 코트 - 평일,유료,뚝섬 한강공원 테니스장, 제한없음,127.0773272071124,37.5284269217162
체육시설,테니스장,안내중,&lt;&#39;23. 6월&gt;이촌 한강공원 테니스장 4번 코트 - 평일,유료,뚝섬 한강공원 테니스장, 제한없음,127.0773272071124,37.5284269217162
체육시설,테니스장,안내중,&lt;&#39;23. 6월&gt;이촌 한강공원 테니스장 5번 코트 - 평일,유료,뚝섬 한강공원 테니스장, 제한없음,127.0773272071124,37.5284269217162
체육시설,테니스장,안내중,&lt;&#39;23. 6월&gt;이촌 한강공원 테니스장 6번 코트 - 평일,유료,뚝섬 한강공원 테니스장, 제한없음,127.0773272071124,37.5284269217162
체육시설,테니스장,안내중,&lt;&#39;23. 6월&gt;이촌 한강공원 테니스장 7번 코트 - 평일,유료,뚝섬 한강공원 테니스장, 제한없음,127.0773272071124,37.5284269217162
체육시설,테니스장,안내중,&lt;&#39;23. 6월&gt;이촌 한강공원 테니스장 8번 코트 - 평일,유료,뚝섬 한강공원 테니스장, 제한없음,127.0773272071124,37.5284269217162
체육시설,테니스장,예약마감,5월계남테니스야외코트(평일야간),유료,계남근린공원, 제한없음,126.85584753847884,37.51020151253864
체육시설,테니스장,예약마감,5월계남테니스야외코트(주말 주간),유료,계남근린공원, 제한없음,126.85584753847884,37.51020151253864
체육시설,테니스장,예약마감,5월계남테니스야외코트(평일주간),유료,계남근린공원, 제한없음,126.85584753847884,37.51020151253864
체육시설,테니스장,예약마감,"5월계남테니스야외코트(평일 18시, 주말18시)",유료,계남근린공원, 제한없음,126.85584753847884,37.51020151253864
체육시설,테니스장,예약마감,5월계남테니스실내A코트(평일주간),유료,계남근린공원, 제한없음,126.85584753847884,37.51020151253864
체육시설,테니스장,예약마감,5월계남테니스실내A코트(평일야간/주말),유료,계남근린공원, 제한없음,126.85584753847884,37.51020151253864
체육시설,테니스장,예약마감,5월계남테니스실내B코트(평일주간),유료,계남근린공원, 제한없음,126.85584753847884,37.51020151253864
체육시설,테니스장,예약마감,5월계남테니스실내B코트(평일야간/주말),유료,계남근린공원, 제한없음,126.85584753847884,37.51020151253864
체육시설,테니스장,예약마감,5월계남테니스실내C코트(평일주간),유료,계남근린공원, 제한없음,126.85584753847884,37.51020151253864
체육시설,테니스장,예약마감,5월계남테니스실내C코트(평일야간/주말),유료,계남근린공원, 제한없음,126.85584753847884,37.51020151253864
체육시설,테니스장,예약마감,6월계남테니스실내C코트(평일야간/주말),유료,계남근린공원, 제한없음,126.85584753847884,37.51020151253864
체육시설,테니스장,예약마감,6월계남테니스실내C코트(평일주간),유료,계남근린공원, 제한없음,126.85584753847884,37.51020151253864
체육시설,테니스장,예약마감,6월계남테니스실내B코트(평일야간/주말),유료,계남근린공원, 제한없음,126.85584753847884,37.51020151253864
체육시설,테니스장,예약마감,6월계남테니스실내B코트(평일주간),유료,계남근린공원, 제한없음,126.85584753847884,37.51020151253864
체육시설,테니스장,예약마감,6월계남테니스실내A코트(평일야간/주말),유료,계남근린공원, 제한없음,126.85584753847884,37.51020151253864
체육시설,테니스장,예약마감,6월계남테니스실내A코트(평일주간),유료,계남근린공원, 제한없음,126.85584753847884,37.51020151253864
체육시설,테니스장,예약마감,6월계남테니스야외코트(평일야간18시),유료,계남근린공원, 제한없음,126.85584753847884,37.51020151253864
체육시설,테니스장,예약마감,6월계남테니스야외코트(평일주간),유료,계남근린공원, 제한없음,126.85584753847884,37.51020151253864
체육시설,테니스장,예약마감,6월계남테니스야외코트(주말/공휴일),유료,계남근린공원, 제한없음,126.85584753847884,37.51020151253864
체육시설,테니스장,예약마감,6월계남테니스야외코트(평일야간20시),유료,계남근린공원, 제한없음,126.85584753847884,37.51020151253864
체육시설,축구장,접수중,(5월)계남근린공원 인조잔디 축구장,무료,계남근린공원>인조잔디축구장," 성인(등록된팀), 청소년(등록된팀)",126.85558854790992,37.50873991229815
체육시설,축구장,접수중,(6월)계남근린공원 인조잔디 축구장,무료,계남근린공원>인조잔디축구장," 성인(등록된팀), 청소년(등록된팀)",126.85558854790992,37.50873991229815
체육시설,풋살장,접수중,풋살경기장(구일역 하부),무료,안양천 체육시설>풋살경기장(구일역 하부), 제한없음(등록된 팀),126.86937274726102,37.49493348712842
체육시설,축구장,접수중,[평일주간] 2023년 고척스카이돔 야외 축구장(2분기),유료,고척스카이돔, 제한없음,126.8669,37.49683
체육시설,풋살장,접수중,[평일주간] 2023년 고척스카이돔 풋살구장(공통) (2분기),유료,고척스카이돔, 제한없음,126.8669,37.49683
체육시설,축구장,접수중,[평일새벽.야간] 2023년 고척스카이돔 야외 축구장(2분기),유료,고척스카이돔, 제한없음,126.8669,37.49683
체육시설,풋살장,접수중,[평일새벽.야간] 2023년 고척스카이돔 풋살구장(공통) (2분기),유료,고척스카이돔, 제한없음,126.8669,37.49683
체육시설,축구장,예약마감,[휴일주간] 2023년 고척스카이돔 야외 축구장(2분기),유료,고척스카이돔, 제한없음,126.8669,37.49683
체육시설,풋살장,접수중,[휴일주간] 2023년 고척스카이돔 풋살구장(공통) (2분기),유료,고척스카이돔, 제한없음,126.8669,37.49683
체육시설,축구장,예약마감,[휴일새벽.야간] 2023년 고척스카이돔 야외 축구장(2분기),유료,고척스카이돔, 제한없음,126.8669,37.49683
체육시설,풋살장,접수중,[휴일새벽.야간] 2023년 고척스카이돔 풋살구장(공통) (2분기),유료,고척스카이돔, 제한없음,126.8669,37.49683
체육시설,테니스장,접수중,신도림테니스장 5월 수요일 강습코트 접수(09시~18시) ,유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,접수중,신도림테니스장 5월 평일 A코트 주간 접수(07시~19시) ,유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,예약마감,신도림테니스장 5월 평일 A코트 야간 접수(19시~21시 조명 2시간 사용) ,유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,접수중,신도림테니스장 5월 평일 B코트 주간 접수(07시~19시) ,유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,예약마감,신도림테니스장 5월 평일 B코트 야간 접수(19시~21시 조명 2시간 사용) ,유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,접수중,신도림테니스장 5월 평일 C코트 주간 접수(07시~19시) ,유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,예약마감,신도림테니스장 5월 평일 C코트 야간 접수(19시~21시 조명 2시간 사용) ,유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,접수중,"신도림테니스장 5월 주말,공휴일  A코트 주간 접수(07시~19시) ",유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,예약마감,"신도림테니스장 5월 주말,공휴일 A코트 야간 접수(19시~21시 조명 2시간 사용) ",유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,접수중,"신도림테니스장 5월 주말,공휴일  B코트 주간 접수(07시~19시) ",유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,예약마감,"신도림테니스장 5월 주말,공휴일 B코트 야간 접수(19시~21시 조명 2시간 사용) ",유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,접수중,"신도림테니스장 5월 주말,공휴일  C코트 주간 접수(07시~19시) ",유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,예약마감,"신도림테니스장 5월 주말,공휴일 C코트 야간 접수(19시~21시 조명 2시간 사용) ",유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,접수중,신도림테니스장 6월 평일 A코트 주간 접수(07시~19시) ,유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,예약마감,신도림테니스장 6월 평일 A코트 야간 접수(19시~21시 조명 1시간 사용) ,유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,접수중,신도림테니스장 6월 평일 B코트 주간 접수(07시~19시) ,유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,예약마감,신도림테니스장 6월 평일 B코트 야간 접수(19시~21시 조명 1시간 사용) ,유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,접수중,신도림테니스장 6월 평일 C코트 주간 접수(07시~19시) ,유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,예약마감,신도림테니스장 6월 평일 C코트 야간 접수(19시~21시 조명 1시간 사용) ,유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,접수중,신도림테니스장 6월 수요일 강습코트 접수(09시~18시) ,유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,예약마감,"신도림테니스장 6월 주말,공휴일  A코트 주간 접수(07시~19시) ",유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,예약마감,"신도림테니스장 6월 주말,공휴일 A코트 야간 접수(19시~21시 조명 1시간 사용) ",유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,예약마감,"신도림테니스장 6월 주말,공휴일  B코트 주간 접수(07시~19시) ",유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,예약마감,"신도림테니스장 6월 주말,공휴일 B코트 야간 접수(19시~21시 조명 1시간 사용) ",유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,예약마감,"신도림테니스장 6월 주말,공휴일  C코트 주간 접수(07시~19시) ",유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,테니스장,예약마감,"신도림테니스장 6월 주말,공휴일 C코트 야간 접수(19시~21시 조명 1시간 사용) ",유료,신도림테니스장, 제한없음,126.883234589819,37.5137612393354
체육시설,체육관,접수중,2023 동대문구 체육관(대체육관),유료(요금안내문의),동대문구 체육관(대체육관), 제한없음,127.06395281242548,37.57228866489582
체육시설,테니스장,예약마감,(주말&amp;공휴일)장평테니스장,유료,장평테니스장, 제한없음,127.07348,37.56654
체육시설,테니스장,예약마감,(평일)장평테니스장,유료,장평테니스장, 제한없음,127.07348,37.56654
체육시설,테니스장,예약마감,(토요일-라이트사용)장평테니스장,유료,장평테니스장, 제한없음,127.07348,37.56654
체육시설,테니스장,예약마감,(평일-라이트사용)장평테니스장,유료,장평테니스장, 제한없음,127.07348,37.56654
체육시설,테니스장,예약마감,(공휴일-라이트사용)장평테니스장,유료,장평테니스장, 제한없음,127.07348,37.56654
체육시설,축구장,예약마감,2023년 6월 보라매공원 인조잔디 축구장(평일야간),유료,보라매공원>인조잔디축구장, 제한없음,126.91605,37.49101
체육시설,축구장,접수종료,2023년 6월 보라매공원 인조잔디 축구장(토/일/공휴일 주간),유료,보라매공원>인조잔디축구장, 제한없음,126.91605,37.49101
체육시설,축구장,접수종료,2023년 6월분 보라매공원 인조잔디 축구장(토/일/공휴일 야간),유료,보라매공원>인조잔디축구장, 제한없음,126.91605,37.49101
체육시설,축구장,접수중,2023년  보라매공원 인조잔디 축구장(평일주간),유료,보라매공원>인조잔디축구장, 제한없음(평일주간),126.91605,37.49101
체육시설,테니스장,예약마감,보라매공원테니스장 1번코트(평일주간),유료,보라매공원>테니스장, 제한없음,126.91605,37.49101
체육시설,테니스장,예약마감,보라매공원테니스장 2번코트(평일주간),유료,보라매공원>테니스장, 제한없음,126.91605,37.49101
체육시설,테니스장,예약마감,보라매공원테니스장 3번코트(평일주간),유료,보라매공원>테니스장, 제한없음,126.91605,37.49101
체육시설,테니스장,예약마감,보라매공원테니스장 4번코트(평일주간),유료,보라매공원>테니스장, 제한없음,126.91605,37.49101
체육시설,테니스장,예약마감,보라매공원테니스장 5번코트(평일주간),유료,보라매공원>테니스장, 제한없음,126.91605,37.49101
체육시설,테니스장,예약마감,보라매공원테니스장 1번코트(평일야간),유료,보라매공원>테니스장, 제한없음,126.91605,37.49101
체육시설,테니스장,예약마감,보라매공원테니스장 2번코트(평일야간),유료,보라매공원>테니스장, 제한없음,126.91605,37.49101
체육시설,테니스장,예약마감,보라매공원테니스장 3번코트(평일야간),유료,보라매공원>테니스장, 제한없음,126.91605,37.49101
체육시설,테니스장,예약마감,보라매공원테니스장 1번코트(토.일.공휴일),유료,보라매공원>테니스장, 제한없음,126.91605,37.49101
체육시설,테니스장,예약마감,보라매공원테니스장 2번코트(토.일.공휴일),유료,보라매공원>테니스장, 제한없음,126.91605,37.49101
체육시설,테니스장,예약마감,보라매공원테니스장 3번코트(토.일.공휴일),유료,보라매공원>테니스장, 제한없음,126.91605,37.49101
체육시설,테니스장,예약마감,보라매공원테니스장 4번코트(평일야간),유료,보라매공원>테니스장, 제한없음,126.91605,37.49101
체육시설,테니스장,예약마감,보라매공원테니스장 5번코트(평일야간),유료,보라매공원>테니스장, 제한없음,126.91605,37.49101
체육시설,테니스장,예약마감,보라매공원테니스장 4번코트(토.일.공휴일),유료,보라매공원>테니스장, 제한없음,126.91605,37.49101
체육시설,테니스장,예약마감,보라매공원테니스장 5번코트(토.일.공휴일),유료,보라매공원>테니스장, 제한없음,126.91605,37.49101
체육시설,테니스장,예약마감,보라매공원테니스장 6번코트(토.일.공휴일),유료,보라매공원>테니스장, 제한없음,126.91605,37.49101
체육시설,테니스장,예약마감,보라매공원테니스장 7번코트(토.일.공휴일),유료,보라매공원>테니스장, 제한없음,126.91605,37.49101
체육시설,축구장,접수중,(5월)동작구 노들나루공원 축구장,무료,노들나루공원(노들배수지공원), 제한없음((동작구 주민/수강생/재학생/재직자/사업자)),126.952430150008,37.5145306282857
체육시설,풋살장,접수중,(5월)동작구 노들나루공원 풋살장,무료,노들나루공원(노들배수지공원), 제한없음((동작구 주민/수강생/재학생/재직자/사업자)),126.952430150008,37.5145306282857
체육시설,족구장,접수중,(5월)동작구 노들나루공원 족구장,무료,노들나루공원(노들배수지공원), 제한없음((동작구 주민/수강생/재학생/재직자/사업자)),126.952430150008,37.5145306282857
체육시설,축구장,접수중,(6월)동작구 노들나루공원 축구장,무료,노들나루공원(노들배수지공원), 제한없음((동작구 주민/수강생/재학생/재직자/사업자)),126.952430150008,37.5145306282857
체육시설,풋살장,접수중,(6월)동작구 노들나루공원 풋살장,무료,노들나루공원(노들배수지공원), 제한없음((동작구 주민/수강생/재학생/재직자/사업자)),126.952430150008,37.5145306282857
체육시설,족구장,접수중,(6월)동작구 노들나루공원 족구장,무료,노들나루공원(노들배수지공원), 제한없음((동작구 주민/수강생/재학생/재직자/사업자)),126.952430150008,37.5145306282857
체육시설,축구장,접수종료,(주말) 6월 노량진 축구장,유료,"노량진 축구장, 야구장", 제한없음,126.94176870942796,37.51526855784476
체육시설,야구장,접수종료,(평일) 6월 노량진 야구장,유료,"노량진 축구장, 야구장", 제한없음,126.94176870942796,37.51526855784476
체육시설,야구장,접수종료,(주말) 6월 노량진 야구장,유료,"노량진 축구장, 야구장", 제한없음,126.94176870942796,37.51526855784476
체육시설,축구장,접수종료,(주말-동작구)3~4월 노량진 축구장,유료,"노량진 축구장, 야구장", 제한없음(동작구민 등 구 관련 활동자),126.94176870942796,37.51526855784476
체육시설,축구장,접수종료,(평일-동작구)3~4월 노량진 축구장,유료,"노량진 축구장, 야구장", 제한없음(동작구민 등 구 관련 활동자),126.94176870942796,37.51526855784476
체육시설,축구장,접수종료,(주말-동작구)3~4월 노량진 축구장_2차,유료,"노량진 축구장, 야구장", 제한없음(동작구민 등 구 관련 활동자),126.94176870942796,37.51526855784476
체육시설,축구장,접수종료,(평일-동작구)3~4월 노량진 축구장_2차,유료,"노량진 축구장, 야구장", 제한없음(동작구민 등 구 관련 활동자),126.94176870942796,37.51526855784476
체육시설,축구장,접수종료,(주말-전국)4월 노량진 축구장,유료,"노량진 축구장, 야구장", 제한없음,126.94176870942796,37.51526855784476
체육시설,축구장,접수종료,(평일-전국) 4월 노량진 축구장,유료,"노량진 축구장, 야구장", 제한없음,126.94176870942796,37.51526855784476
체육시설,야구장,접수종료,"(평일야간,주말주간)4월 노량진 야구장",유료,"노량진 축구장, 야구장", 제한없음,126.94176870942796,37.51526855784476
체육시설,야구장,접수종료,(평일주간)4월 노량진 야구장,유료,"노량진 축구장, 야구장", 제한없음,126.94176870942796,37.51526855784476
체육시설,야구장,접수종료,(주말야간)4월 노량진 야구장,유료,"노량진 축구장, 야구장", 제한없음,126.94176870942796,37.51526855784476
체육시설,축구장,접수종료,(주말-동작구)5~6월 노량진 축구장,유료,"노량진 축구장, 야구장", 제한없음(동작구민 등 구 관련 활동자),126.94176870942796,37.51526855784476
체육시설,축구장,접수종료,(평일-동작구)5~6월 노량진 축구장,유료,"노량진 축구장, 야구장", 제한없음(동작구민 등 구 관련 활동자),126.94176870942796,37.51526855784476
체육시설,축구장,예약마감,(주말-전국)5월 노량진 축구장,유료,"노량진 축구장, 야구장", 제한없음,126.94176870942796,37.51526855784476
체육시설,야구장,접수중,(평일주간)5월 노량진 야구장,유료,"노량진 축구장, 야구장", 제한없음,126.94176870942796,37.51526855784476
체육시설,야구장,접수중,"(평일야간,주말주간)5월 노량진 야구장",유료,"노량진 축구장, 야구장", 제한없음,126.94176870942796,37.51526855784476
체육시설,야구장,예약마감,(주말야간)5월 노량진 야구장,유료,"노량진 축구장, 야구장", 제한없음,126.94176870942796,37.51526855784476
체육시설,축구장,접수중,(평일-전국) 5월 노량진 축구장,유료,"노량진 축구장, 야구장", 제한없음,126.94176870942796,37.51526855784476
체육시설,축구장,접수종료,(평일-동작구)5~6월 노량진 축구장_2차,유료,"노량진 축구장, 야구장", 제한없음(동작구민 등 구 관련 활동자),126.94176870942796,37.51526855784476
체육시설,축구장,접수종료,(주말-동작구)5~6월 노량진 축구장_2차,유료,"노량진 축구장, 야구장", 제한없음(동작구민 등 구 관련 활동자),126.94176870942796,37.51526855784476
체육시설,축구장,예약마감,(주말-전국)6월 노량진 축구장,유료,"노량진 축구장, 야구장", 제한없음,126.94176870942796,37.51526855784476
체육시설,축구장,접수중,(평일-전국) 6월 노량진 축구장,유료,"노량진 축구장, 야구장", 제한없음,126.94176870942796,37.51526855784476
체육시설,야구장,접수중,(주말야간)6월 노량진 야구장,유료,"노량진 축구장, 야구장", 제한없음,126.94176870942796,37.51526855784476
체육시설,야구장,접수중,"(평일야간,주말주간)6월 노량진 야구장",유료,"노량진 축구장, 야구장", 제한없음,126.94176870942796,37.51526855784476
체육시설,야구장,접수중,(평일주간)6월 노량진 야구장,유료,"노량진 축구장, 야구장", 제한없음,126.94176870942796,37.51526855784476
체육시설,축구장,접수중,○ [평일] (주간) 마포 난지천 인조잔디축구장,유료,서울특별시 산악문화체험센터>난지천인조잔디축구장, 제한없음,126.88390026512282,37.574238294219086
체육시설,풋살장,접수중,5월 [평일]월드컵난지천공원 풋살장 대여 - 4월17일(월) 오후2시 접수,유료,서울특별시 산악문화체험센터>난지천 공원 풋살장, 제한없음,126.88127742009968,37.57577125294095
체육시설,풋살장,예약마감,5월 [공휴일주말]월드컵난지천공원 풋살장 대여 - 4월17일(월) 오후2시 접수,유료,서울특별시 산악문화체험센터>난지천 공원 풋살장, 제한없음,126.88127742009968,37.57577125294095
체육시설,풋살장,접수중,6월 [평일]월드컵난지천공원 풋살장 대여 - 5월15일(월) 오후2시 접수,유료,서울특별시 산악문화체험센터>난지천 공원 풋살장, 제한없음,126.88127742009968,37.57577125294095
체육시설,풋살장,예약마감,6월 [공휴일주말]월드컵난지천공원 풋살장 대여 - 5월15일(월) 오후2시 접수,유료,서울특별시 산악문화체험센터>난지천 공원 풋살장, 제한없음,126.88127742009968,37.57577125294095
체육시설,농구장,접수중,2023년 농구장1-망원한강공원,유료,"망원한강공원>농구장(1,2)", 제한없음,126.90099504970756,37.551000958801175
체육시설,농구장,접수중,2023년 농구장2-망원한강공원,유료,"망원한강공원>농구장(1,2)", 제한없음,126.90099504970756,37.551000958801175
체육시설,축구장,접수중,2023년 축구장-망원한강공원,유료,망원한강공원>축구장, 제한없음,126.90030305116998,37.551414835463845
체육시설,배구장,접수중,2023년 배구장1-망원한강공원,유료,망원한강공원>배구장, 제한없음,126.89970603628323,37.55188014574133
체육시설,배구장,접수중,2023년 배구장2-망원한강공원,유료,망원한강공원>배구장, 제한없음,126.89970603628323,37.55188014574133
체육시설,야구장,접수중,2023년 망원 어린이야구장-망원한강공원,유료,망원한강공원>야구장, 어린이,126.8983670136785,37.552894425352406
체육시설,야구장,접수중,2023년 난지야구장 1(평일)-난지한강공원,유료,난지한강공원>야구장 1, 제한없음,126.87548491960612,37.56739657402308
체육시설,야구장,예약일시중지,2023년 난지야구장1 (토/일/공휴일)-난지한강공원,유료,난지한강공원>야구장 1, 제한없음,126.87548491960612,37.56739657402308
체육시설,야구장,접수중,2023년 난지야구장 2(평일)-난지한강공원,유료,난지한강공원>야구장 2, 제한없음,126.8741889796174,37.56800967894786
체육시설,야구장,접수중,2023년 난지야구장2(캠핑장옆) (토/일/공휴일)-난지한강공원,유료,난지한강공원>야구장 2, 제한없음,126.8741889796174,37.56800967894786
체육시설,족구장,접수중,2023년 족구장-난지한강공원,유료,난지한강공원>족구장, 제한없음,126.88060695325068,37.56519082217738
체육시설,축구장,접수중,2023년 월드컵 보조경기장(평일주간),유료,서울월드컵경기장>보조구장, 제한없음,126.8983486094952,37.571440516252295
체육시설,축구장,예약마감,2023년 월드컵 보조경기장(평일야간),유료,서울월드컵경기장>보조구장, 제한없음,126.8983486094952,37.571440516252295
체육시설,축구장,예약마감,2023년 월드컵 보조경기장(휴일주간),유료,서울월드컵경기장>보조구장, 제한없음,126.8983486094952,37.571440516252295
체육시설,축구장,예약마감,2023년 월드컵 보조경기장(휴일야간),유료,서울월드컵경기장>보조구장, 제한없음,126.8983486094952,37.571440516252295
체육시설,풋살장,접수중,2023년 월드컵 풋살구장(평일새벽&middot;야간),유료,서울월드컵경기장>풋살구장, 제한없음,126.89900366993466,37.57254029207188
체육시설,풋살장,접수중,2023년 월드컵 풋살구장(평일주간),유료,서울월드컵경기장>풋살구장, 제한없음,126.89900366993466,37.57254029207188
